recipe name,Category,Description,,,,
Strawberry Champagne Punch,drink,"A simple carbonated punch with champagne, ginger ale and frozen strawberries.",,,,
Jungle Juice for a Crowd,drink,Enjoy this fruit filled punch for all occasions.,,,,
Hot Cinnamon Apple Brandy Cider,drink,"This sweet, delightful hot cinnamon apple brandy cider is spiced with freshly squeezed apple cider, cloves, nutmeg, ginger, and cinnamon!",,,,
Pretty in Pink Sangria,drink,"This fun and yummy pink sangria is great for brunch or a shower. I always get tons of requests for this recipe, and the pink color along with the strawberries is so festively fun! Serve with lime wedges or wheels. Feel free to eyeball ingredient measurements or adjust to taste.",,,,
Tea Punch,drink,"A different twist to a standard punch. Brewed tea is mixed with orange juice, pineapple juice, lemonade and ginger ale.",,,,
Easy Christmas Punch,drink,"Yummy, easy Christmas punch.",,,,
Wassail Punch,dessert,Great for holiday gatherings. Using a slow-cooker to prepare this allows the aroma to be savored for hours.,,,,
Berrylicious Frozen Sangria Slush,drink,"This boozy, fruity frozen sangria is an adult version of the icy slushies we slurped down as kids. So refreshing on a hot summer night. Cheers!",,,,
Caribbean Rum Punch,drink,"This delicious concoction is the traditional rum punch recipe used in the West Indies, passed down for years. The old rhyme goes, 'One of sour, two of sweet, three of strong, four of weak.' Any fruit juice can be used. Serve chilled over ice, with fruit garnishes and a sprinkling of grated nutmeg.",,,,
Rhubarb Slush,drink,This rhubarb slush is a refreshing springtime beverage. It is also a great way to use up all that fresh rhubarb. Alcohol is optional.,,,,
Apple Orchard Punch,drink,This quick and easy punch would be delightful at a country wedding or any celebration. Champagne can be used instead of ginger ale for an adult punch.,,,,
Polynesian Watermelon Drink Otai,drink,"''Otai' is a fruit drink which originated in Tonga and is usually made as a summertime refreshment. It is a blend of water, coconut milk, and any variety of pulped tropical fruit such as coconut, watermelon, mango, and pineapple but is almost always watermelon as it is plentiful in Tonga. A small amount of sugar may be added, although the recipe is considerably sweet on its own. I lived in Sydney many moons ago and the Polynesian families drank this by the gallons in the summer. Soooo refreshing and yummy! Serve over ice cubes.",,,,
Honey Limeade,drink,A refreshing drink on a hot day. Serve over ice.,,,,
Banana Slush Punch,drink,"This banana punch is a favorite recipe of my late mother-in-law's family, used for all celebrations.",,,,
Blackberry Sangria,drink,Delicious beverage to sip while enjoying a nice spring or summer day.,,,,
Pineapple Sangria,drink,This pineapple sangria recipe can be easily altered based on the fruit you have on hand and your taste preferences.,,,,
Sunset Sangria,drink,"This tropical sangria is great at any party, or on a hot day!",,,,
Easy Raspberry Lemonade,drink,"We came up with this recipe for my brother's wedding reception. We wanted to serve something that was easy and quick to fix, yet good at the same time. After a few tries, we ended up with this recipe...and a lot of compliments.",,,,
Warm and Spicy Autumn Punch,drink,"The aroma of this fall punch recipe tells you that autumn is in the air. Make a batch, and your home will have a fragrance that will alert anyone's sense of smell.",,,,
Cranberry Rum Punch,drink,"There's rum in this wonderful, sparkling cranberry punch with lemon and lime slices. With bright red, yellow and green colors, this punch makes an attractive accompaniment to your party's food.",,,,
Hippie Juice,drink,This is a quick summer drink that is easy to make and even easier to drink. Enjoy!,,,,
Swedish Glogg,drink,"Authentic Swedish spiced wine. This Swedish glogg recipe is from Great Aunt Freda, brought from Sweden in the early 1900s.",,,,
Non-Alcoholic New Years Eve Punch,drink,"ThisNew Year'sEve punch recipe is great for kids or designated drivers. It is great for all occasions, but looks lovely for New Year's. Serve in ice-filled glasses.",,,,
Christmas Poinsettia Punch,drink,"This poinsettia punch is always a big hit at holiday parties with its light, flavorful taste and festive, brilliant red color.",,,,
New Years Champagne Punch,drink,"A very pleasing Champagne punch with sherbet, orange juice, and ginger ale. It's colorful, delicious, and will really get a party going!",,,,
Mexico Chiquito Punch,drink,"This copycat punch recipe is as close as you can get to the punch served at the Mexico Chiquito fast-food chain in Little Rock, Arkansas. Their punch is hands down the best tropical fruit punch ever.",,,,
Kentucky Derby Bourbon Punch,drink,"We made this bourbon punch for our second annual Kentucky Derby party. It was a hit! Not too strong, and the citrus was a great relief from the heat. Serve in a glass filled with ice.",,,,
Classic White Wine Spritzer,drink,"A simple no-frills classic wine spritzer! For more flavor, you can add some peach schnapps or flavored soda (orange) for a different taste.",,,,
Champagne Punch,drink,"This Christmas champagne punch is fruity, yet not too sweet. I've added more club soda to make it a little lighter, but all ingredients can be adjusted to your own personal taste. Keep the punch cool with ice cubes or an ice ring.",,,,
Vodka Lemonade with Mint,drink,This cool and refreshing lemon mint cocktail is great in the summertime  or any time! Garnish with mint sprigs.,,,,
Sangria by the Pros,drink,I found a good sangria recipe and headed to the liquor store to purchase the brandy and red wine. In line ahead of me was a man who said he has been a bartender for 20 years now and that the recipe needed a few touch-ups if I wanted to make it like the professionals. So here is what he professed to me. Thanks to the other submitters for their delicious versions as well.,,,,
Peach Cosmo,drink,"I was making a peach cosmopolitan and didn't have any triple sec, so I used peach schnapps and loved it.",,,,
Christmas Punch,drink,"Delicious punch! Great for holidays, showers, parties! Make extra!",,,,
Spiked Caramel Apple Cider,drink,"Spiced rum and caramel ice cream topping bring new life to the classic drink, making it perfect for those chilly fall nights.",,,,
Candies Simply Great Punch,drink,"This ice cream punch is delicious! Believe it or not: the party punch that people flip over is the easiest to make! Quit fooling with all those measurements and enjoy the easy side of party planning! By the way, the French vanilla ice cream that always seems to taste the best in this punch is the cheap off-brand kind. Sounds like a line, but it's true!",,,,
Old-Fashioned Pink Lemonade,dinner,Pink lemonade is a wonderfully refreshing drink during the hot summer months. Garnish with mint leaves and orange or lemon slices.,,,,
Kerris Holiday Punch,dessert,A delicious alcoholic beverage that's not too strong. A combination of Southern Comfort and citrus juices.,,,,
Witches Brew Punch,dessert,Creepy fun green witches brew with worms and other gummy treats. Great start for your ghoulish night!,,,,
Cornish Game Hens with Garlic and Rosemary,dessert,This Cornish hen recipe is perfect for special occasions. Serve with crusty garlic bread and a nice light Chianti wine.,,,,
Easy Hamantaschen,dessert,Hamantaschen are a favorite treat for the Purim holiday! It has always worked better for me if I cover the dough and refrigerate it overnight.,,,,
Hamantashen,dinner,"These are the easiest hamantashen I've ever made! They are a bit sweet, roll out easily and are consumed quickly! My kids don't want to give them to their friends! Traditional fillings are prune and poppy seed. You can use any canned pie filling, whole fruit jelly, chocolate chips, or any type filling your family likes! Be creative with these- we put mini chocolate chips in the dough!",,,,
Kolachky,dessert,My father and grandparents were born in Czechoslovakia. I use to watch my grandmother make these small pastries at Christmas time and I couldn't wait to eat them when she was all done. I do hope you will enjoy this recipe as much as I do. You will need a large area to work.,,,,
Lemon Poppy Seed Bundt Cake,dinner,"This is an easy, moist lemon and poppy seed cake that was my grandfather's favorite.",,,,
Wine-Braised Beef Brisket,dessert,"This is yummy the day you make it, but is even more delicious the next day.",,,,
Coconut Curry Tofu,dessert,"My vegetarian daughter-in-law gave me this recipe for a creamy coconut milk, spicy curry, and ginger tofu dish! I serve it over rice.",,,,
Moist Lemon Poppy Seed Cake,dessert,This is a delicious moist poppy seed cake recipe. You will want to make many batches as it freezes well and it's great for gift giving! This cake will last one week at room temperature or in the refrigerator. Try it sliced and toasted!,,,,
Munn Cookies,dessert,These Jewish-style lemon poppy seed cookies are thin crispy cookies that are wonderful with tea.,,,,
Hamantaschen,breakfast,"Fill these small triangular cookies with the filling of your choice: fruit jelly, dried fruit, poppy seed filling, chocolate chips, or even brownie mix.",,,,
Easy Lemon Lovers Bundt Cake,dessert,"This is the best I have come up with to mimic Starbucks' Lemon Cake. Family and friends agree, and it is so easy.",,,,
Ukrainian Sour Cream Poppy Seed Cake,dessert,"This cake is very light, tender, and tasty. It's fun to make and fun to eat. Two layers of sour cream poppy seed cake, with a luscious lemon filling. Frost with a white buttercream or cooked white frosting.",,,,
Kolaches From the Bread Machine,unknown,This is a family favorite made easy. Preparing the dough in a bread machine saves time kneading the dough by hand. My grandmother used to make these when we would visit. Now I can make them for her.,,,,
Poppy Seed Cake III,dessert,"A moist pound cake. Can be baked in tube, Bundt, or 2 loaf pans.",,,,
Purim Hamantaschen with Prune Filling,dinner,"Traditional, sweet hamantaschen for the Jewish holiday of Purim. If you don't have enough prune filling, use raspberry jam, apricot preserves or a chocolate-hazelnut spread (such as Nutella).",,,,
Best Ever Rugelach,dessert,Simple and simply fantastic - cottage cheese makes these cookies light and tasty!,,,,
Kosher Chicken Soup with Matzo Balls,dessert,"Delicious herbs fill the matzo balls with great flavor, and the long-simmered soup is so good. If you make it in a pressure cooker, the chicken soup can be ready in 45 minutes.",,,,
Onion Poppy Seed Ring,dessert,A family recipe used for Purim.,,,,
Rugelach with Cream Cheese Filling,dessert,I took a rugelach recipe and invented my own filling with cream cheese instead of fruit spread. It came out so tasty I had to share it!,,,,
Chocolate Poppy Seed Cake,dessert,"This cake is heavy without being dry; everyone in my family loves it, and visitors do too!",,,,
The Girls Chicken Sandwiches,dessert,My girls love these fruity sandwiches for picnics at the park. We have them for girls' lunches and showers too.,,,,
Summery Lime-Mango Shortcakes,dessert,"I came up with this recipe to enter in a mango contest at the fair. With the sunny flavors of lime, mangoes, coconut, and berries, it is perfect for summer!",,,,
Walnut Rugelach,dessert,Beautiful cookies for the holidays.,,,,
BJs Easy Blackberry Cobbler,dinner,This recipe takes all of the fuss out of making cobbler and eliminates that doughy taste. Serve with whipped cream or ice cream. It's really tasty enough without topping!,,,,
Angel Family Chicken Soup with Matzo Balls,dessert,This recipe has been passed down for generations in the Angel family. Using fresh ingredients gives this healthy soup a rich flavor.,,,,
Lemon Poppy Seed Quick Cake,dessert,This mouth-watering sensation will have your taste buds reeling! lemon yogurt and poppy seeds are blended with yellow cake mix and baked in a Bundt pan!,,,,
Poppy Seed Hungarian Style Cookies,dessert,Poppy seed cookies with a hint of lemon. Delicious!,,,,
Berry Nut and Seed Crunch,breakfast,"The glazed walnuts make this a sweet but healthy snack. Vegan and GF! This can be used on cereal or folded into quinoa for breakfast, or added to mixed greens for a great salad. I keep some tucked away in my desk drawer - a handful makes a great mid-day snack.",,,,
Rugelach III,dessert,A melt in your mouth cookie with an apricot filling that people beg for every year.,,,,
Hamentaschen,dessert,"This hamentaschen recipe is perfect for celebrating Purim. You can use any filling of your choice: fruit jam, spreads, or preserves.",,,,
Monster Breakfast Cookies,dessert,"These are a perfect treat when on the go, or first thing in the morning before a run/walk, or in the middle of the night while nursing a hungry infant! Walnuts are a great add (try 1/2 cup raisins and 1/2 cup walnuts), but they do make the cookies a bite drier. You can use white flour or a mixture of white and whole-wheat.",,,,
Creamy Iced Applesauce Bars,dessert,"Like smooth apple sherbet without the bite, this unique dessert will charm your taste buds! A perfect summer treat. Do not leave out the poppy seeds. Serve with a dollop of dulce de leche!",,,,
Fragrant and Healthy Carrot Cake,dessert,This carrot cake uses very little sugar and is very fragrant and sweet from molasses and dried figs that I use as a substitute for sugar. Citrus fruit and spices give it very fresh taste. It is a very moist and tasty cake.,,,,
Poppyseed Stollen Mohn Stollen,dessert,"This wonderful Christmas Stollen uses 4 recipes: the yeast sponge, the dough, the filling, and the fondant (sugar glaze). Making the stollen is costly and time-consuming but well worth the effort. Serve with good strong coffee with cream!",,,,
Buds Easy Buttercream Pound Cake,dessert,Perfect for an Easter dessert!,,,,
2-Minute Cheese Quesadillas,lunch,My 4-year-old loves tortillas with cheese. Just two ingredients and a microwave are needed for this quick and easy snack. Serve with a little dish of ketchup for dipping.,,,,
Black Bean and Corn Quesadillas,lunch,"These black bean quesadillas are really cheesy, a little bit spicy, and a little bit sweet. My vegetarian husband goes crazy over them every time. Feel free to play around and add chicken or veggies if you desire. Don't forget the salsa and sour cream!",,,,
Farmers Market Vegetarian Quesadillas,dinner,"Making the most of simple, fresh ingredients found at your local Farmer's Market, these quesadillas make great appetizers or a quick and healthy meal. Serve while hot with your favorite salsa, sour cream, and guacamole.",,,,
Peanut Butter Quesadillas,appetizer,My children love this delicious change from the average peanut butter sandwich. Even the grown ups love them!!,,,,
Quesadillas I,lunch,"A delicious, cheesy pre-dinner treat. I like to make quesadillas without butter, but you could put butter in the frying pan before placing the tortilla in. Serve with sour cream and salsa.",,,,
Slow Cooker Chicken Quesadillas,lunch,"Very simple and quick! These can be made for a quick weeknight dinner and picky eaters! Serve with diced onions, black olives, sour cream, and salsa.",,,,
Samosadilla Samosa Quesadilla,lunch,"While it's true a perfectly made, expertly fried, and quickly served samosa is superior to this version, that can be a very rare combination of events. By comparison, this quesadilla approach is almost impossible to mess up, and if you use enough oil in your pan, you should be able to achieve a beautifully browned, crispy crust that rivals something out of a deep fryer.",,,,
Cheeseburger Quesadilla,lunch,"This cheeseburger quesadilla was inspired by one of my favorite burritos from Burrito-Ville, a local joint down by Southeast Missouri State University. Burrito-Ville specializes in some of the oddest burritos I've ever tasted. From the BBQ chicken burrito to the Buffalo burrito, I've had them all  but they've got only one type of quesadilla. So I decided to take one of my favorite burritos from there, the cheeseburger burrito, and apply it to quesadilla form. Served with a side of fries and a Coke, I call this my most recent culinary triumph. Serve with extra ketchup, mustard, and relish.",,,,
Spinach and Mushroom Quesadillas,lunch,"Flour tortillas filled with creamy Cheddar cheese, portabella mushrooms, and spinach. Cut in fours and serve with guacamole and sour cream. Enjoy!",,,,
Grilled Chicken Quesadillas,lunch,"This delicious recipe is prepared by using adobo seasoned grilled boneless chicken thighs, layering tortillas with a combination of the chicken, cheese, and onion, and heating directly on the grill. Serve with salsa and sour cream.",,,,
Black Bean and Sweet Potato Quesadillas,lunch,"I recently cut meat out of my diet completely. In my quest for new and interesting meals, I came up with these delicious quesadillas!",,,,
Spinach Whole Wheat Quesadillas,lunch,"This is a super quick, easy, and light dinner. This also makes a great snack or appetizer. It looks like a lot of spinach at first, but it shrinks down a lot in no time during cooking. Other types of tortillas can be used if whole wheat isn't available. Serve with salsa and sour cream.",,,,
Mushroom and Black Bean Quesadillas,lunch,"This mushroom and black bean quesadilla is one of my favorite quick-and-easy dinners. I created this recipe while rifling through my pantry, searching for a new, simple, and healthy dinner. I love this recipe because the possibilities and variations are virtually endless!",,,,
Mashed Potato Quesadilla,lunch,I had something like this at a restaurant last night and had to try duplicating it at home. This potato quesadilla reminds me of a pierogi. I think this recipe can be played up with just about anything you like with potatoes. This can be a super-fast meal if you use the heat and serve bacon and premade mashed potatoes.,,,,
Vegan Black Bean Quesadillas,lunch,"These quesadillas pack a big punch, minus the fat of all that cheese! Serve with guacamole!",,,,
Philly Cheesesteak Quesadillas,lunch,These cheesesteak quesadillas are a family-favorite meal in my household.,,,,
"Ham, Egg, and Cheese Quesadillas",lunch,"These ham, egg, and cheese quesadillas are a delightful alternative to breakfast burritos and are filled with flavor-packed protein. The crunchy crust makes for the perfect bite and package for the rich, creamy egg filling and flavorful ham bites. This perfect portable breakfast will keep the kids full and energized to perform well all school day.",,,,
Peanut Butter Banana Quesadilla,lunch,These peanut butter banana quesadillas are a light yet satisfying breakfast concoction made with two longtime staples: peanut butter and banana. A perfect start to a relaxing weekend day when coupled with a glass of Moscato and a bowl of chocolate-covered fruit. We suggest eating them with your hands.,,,,
Corn Truffle Huitlacoche Quesadillas,lunch,"In this recipe, Huitlacoche (pronounced wee-tlah-KOH-cheh) is a delicious corn fungus packed with nutrients and antioxidants. Also known as the Mexican truffle, it has been considered a delicacy in Mexico for thousands of years and its popularity is rapidly growing in the U.S. and Europe. Enjoy it in these crispy quesadillas.",,,,
Quesadillas de Flor de Calabaza Zucchini Blossom Quesadillas,lunch,"These quesadillas de flor de calabaza are very popular in Mexico. The bacon grease gives the quesadillas another level of tastiness, plus they crisp up beautifully.",,,,
Caramelized Onion and Jalapeo Quesadillas,appetizer,"These caramelized onion quesadillas are great for an appetizer or meal. You can add meat if you like, but I make a vegetarian option for meatless Monday! Top each quesadilla with sour cream, salsa, lettuce, and guacamole.",,,,
Veggie Pizzadillas,lunch,I make this for Meatless (lacto-ovo) Monday Meals. It is a big hit! The flavor profile is complex and savory and you can add a dash of hot sauce to spice things up even more. I cut the pizzadillas in half for the kids.,,,,
Texas Chicken Quesadillas,lunch,"These are quesadillas filled with chicken cooked in barbeque sauce, caramelized onions, Cheddar and Monterey Jack. Serve with plenty of guacamole, sour cream and chunky salsa!",,,,
Jalapeno Popper Quesadillas,breakfast,"This is a great alternative to deep-fried jalapeno poppers that's much easier to make and healthier too. Slice into small wedges to use as an appetizer, or enjoy as light meatless Monday dinner.",,,,
Bean Quesadillas,breakfast,"Easy and yummy! Veggies, beans, and cheese sandwiched in tortillas. You could add or substitute any vegetables that you'd like. Serve with sour cream and rice.",,,,
Street-Market Fried Quesadillas,dinner,"A delightful combination of flavors like red pepper, corn, and chipotle mixed with roast beef hash make a perfect filling for these street-market style quesadillas, bringing our palates to the traditional food from the streets of Mexico. Crispy and delicious!",,,,
Breakfast Quesadillas,lunch,"A breakfast quesadilla recipe that's cheap, quick, and easy to make and everyone is sure to love. It's great to stay at home and eat with your family or to take on the go. This one is sure to be a hit!",,,,
Simple Egg and Cheese Breakfast Quesadillas,lunch,"This is a recipe that I made up after being disappointed by the Dunkin' Donuts breakfast quesadilla. These quesadillas are satisfying and filling, and a good way to start your day. I make these the night before for my husband. He re-warms them in the microwave or the toaster oven and they are as good as freshly made. They can also be made in advance and frozen for future breakfasts.",,,,
Cherry Wood-Smoked Chicken Breast Quesadillas with Pico de Gallo,lunch,"Whether you use this chicken as a main or in a quesadilla, you will love the flavor that the cherry wood imparts. This method is for a charcoal grill. If you use a gas grill or smoker, follow the manufacturer's instructions.",,,,
Hawaiian-Style Quesadillas,lunch,I made up this ham and pineapple quesadilla recipe when I worked at a cafe and was craving Hawaiian-style pizza. We were Mexican food that day so I had to work with the ingredients on hand. I have made this repeatedly since. My favorite quesadilla. I like to mix sour cream and salsa in a small bowl and dip it.,,,,
Tangy Tuna Black Bean Quesadillas,lunch,"This is a delicious quesadilla recipe using ingredients like low-fat sour cream, refried black beans, and whole-wheat tortillas. It's so easy to put together in less than 20 minutes and it tastes fabulous! Feel free to serve with salsa and sour cream for dipping.",,,,
Bacon and Tomato Quesadillas,lunch,It's like a Mexican version of a BLT! You choose whether you want it smoky or zesty by the flavor of petite diced tomatoes you use. Crispy bacon and fresh basil add a new variation to the classic quesadilla. A perfect party finger food or quick snack.,,,,
Easy Chicken Quesadillas,breakfast,"I came up with this recipe on a whim. I love quesadillas, but am picky about what goes in them. This was super easy to make and tasted really good. Serve as is or with salsa and sour cream.",,,,
Bean and Cheese Toasterdilla,dinner,"Who knew you could make a quesadilla in your toaster? Meet the toasterdilla! They have become all the rage and can be tailored to your favorite ingredients; just be sure not to overstuff them. Once you get the hang of folding them, they are a breeze to put together and something the kids can make too. Serve with sour cream and salsa.",,,,
Mango Quesadillas,lunch,"The flavor and texture of mango goes well with black beans and Cheddar cheese in this easy main dish. The recipe uses vegetarian chicken substitute, but real chicken would work just as well.",,,,
Jalapeno and Canadian Bacon Breakfast Quesadillas,dinner,"Make these quesadillas as spicy as you'd like by adjusting the amount of jalapeo. Complete with Canadian Bacon, eggs and cheese, you can't go wrong.",,,,
Margarita Chicken Quesadillas,lunch,Margarita mix makes the chicken in these baked quesadillas fantastic! Cut into quarters to serve.,,,,
Andouille and Poblano Quesadillas,lunch,"These quesadillas are unique and filling  with a bit of a kick! If you have any leftover filling, scramble with some eggs for a Tex-Mex breakfast.",,,,
Shrimp Quesadillas with Cilantro and Lime,lunch,"These shrimp quesadillas are perfect as a lunch, dinner, or snack. What a great way to use up fresh herbs and serve up a wholesome treat!",,,,
Turkey-Pesto Toasterdilla,lunch,Toaster quesadillas are all the rage right now and are simple to make once you get the hang of it. The key is to make sure not to add too much to them. They need to be as flat as possible so that they do not get stuck but move freely in and out of the toaster slots.,,,,
Vegetarian Quesadillas,lunch,"These are delicious and very filling! The small amount of cheese really goes a long way - they taste cheesy but aren't oozing and loaded with fat. They also contain lots of fiber. For a very nutritious and yummy meal, I eat half of one, a salad with avocado, and an orange.",,,,
Apple Cinnamon Brie Quesadillas,breakfast,"A simple, yummy quesadilla good for brunch or entertaining, and kid-approved! Fancy and impressive, but so easy and delicious.",,,,
Crab Quiche,breakfast,"I made this crab quiche for my husband, who loves quiche, and it was gone in one sitting. You won't be disappointed! Leaving the quiche in the oven with the door closed after cooking gives it a smoother texture.",,,,
Salmon and Swiss Chard Quiche,breakfast,"This is a crustless quiche with peppery Swiss chard, smoked salmon, and mushrooms. Easy to make and delicious!",,,,
Creamy Ham and Cheese Quiche,breakfast,"This ham and cheese quiche is creamy, simple, and delicious.",,,,
Easy Quiche,lunch,"Try this easy quiche recipe for breakfast, brunch, lunch, or dinner. Loaded with broccoli, ham, and Parmesan cheese, this quiche is totally crustless! A bit of baking mix in the batter firms up the egg mixture so it has no problems setting without a crust. Use other veggies or breakfast meats to make this your own.",,,,
Easy Bacon and Cheese Quiche,breakfast,"This is an easy, delicious quiche that takes no time to prepare using a frozen deep-dish pie crust, bacon bits, cream, and two types of cheese. I have made this for numerous brunches and everyone raves about it!",,,,
Easy Broccoli Quiche,breakfast,This broccoli quiche is vegetarian and a snap to make with your favorite crust. It looks great on any buffet table.,,,,
Asparagus Quiche,breakfast,This asparagus quiche has a delectable combination of ingredients that results in a tasty dish.,,,,
Quiche Lorraine,breakfast,"Quiche Lorraine is a French classic. Bacon, Swiss cheese, and onions mingle in perfect harmony amidst eggs and cream. Perfect for breakfast, brunch, lunch, dinner, or just an indulgent snack!",,,,
Basic Quiche by Shelly,breakfast,"Learn how long to bake quiche using this foolproof recipe my mother Shelly created. Almost anything can be added to make this basic quiche conform to your tastes, or it can be left plain for those with simple tastes.",,,,
Quick Quiche,lunch,"This quick quiche is for when you don't have time to make a pastry crust. It is an excellent idea for a quick lunch. You may add other goodies, such as ham, chicken, crab, shrimp, or broccoli.",,,,
Transformed Spinach Mushroom Quiche,breakfast,"This spinach mushroom quiche is a moist vegetarian quiche perfect for any meal. This quiche was originally a quiche Lorraine but has since been transformed. Feel free to add sausage if you choose. I usually make 2 large pies or several small ones at one time, freezing whatever is left.",,,,
Light and Fluffy Spinach Quiche,breakfast,"This easy spinach quiche recipe is tasty, fluffy, and easy to prepare. You'll love it. The spinach can be substituted for any fresh or frozen vegetable.",,,,
Easy Broccoli and Ham Quiche,breakfast,"This ham and broccoli quiche has great flavor and can be served for breakfast, lunch, or dinner. It tastes just as great the next day for leftovers. Use your favorite cheese.",,,,
Easy Quiche Lorraine,breakfast,"This quiche recipe with milk, eggs, bacon, and Swiss cheese is a delicious way to start a meal.",,,,
Quiche,breakfast,"This make-ahead quiche recipe is one of my all-time favorites! It can be frozen and baked later. My mother, who got this recipe from her friend Betty, used to make mass quantities and take them out whenever she needed one for an easy meal or hors d'oeuvre. She made it with light cream instead of milk.",,,,
Spinach and Bacon Quiche,breakfast,"This spinach bacon quiche is the best-tasting quiche I have had in years. A friend of mine made this, and I just had to have the recipe. Great for brunch or for a light dinner with a cup of soup.",,,,
Spinach Ricotta Quiche,lunch,"This savory spinach and ricotta quiche is perfect for breakfast, brunch, or lunch. You can also serve it with a salad for a light dinner. It's light and fluffy with a creamy texture and bursting with delicious flavors!",,,,
Mini Quiche Lorraine,breakfast,"Try this individual quiche recipe for little quiche tarts that are perfect to serve at any party or shower. Or, keep them on hand for fast breakfasts during the week.",,,,
Simple Quiche Lorraine,lunch,"This easy quiche Lorraine recipe is made with bacon, eggs, cheese, onions, and a store-bought crust. It's delicious for breakfast, brunch, lunch, or dinner!",,,,
Salmon Quiche,breakfast,This salmon quiche recipe was one my father would always make on holidays for family members who didn't like turkey or ham. It's become a staple at my holiday dinners as well. Everyone who's eaten it has loved it and begged for the family recipe afterward. We always make two and freeze one for later. It's excellent paired with a side of grilled asparagus.,,,,
Chef Johns Quiche Lorraine,lunch,"In my opinion, a proper quiche recipe results in a rich, custardy, and luxurious quiche, not some kind of dense, baked omelet. This recipe has only enough eggs and yolks to hold things together, but that means that before, you need to let it cool to just warm to fully enjoy the experience.",,,,
Spinach Quiche with Chicken,breakfast,"This chicken quiche recipe works very well. Add seasonings of your family's choice for more variety. Use ham, bacon, or whatever protein. This quiche needs flavor boosters, so use your spice cabinet. Easily make this a Tex-Mex dish with diced green chiles and a touch of cumin. You could also add crumbled, freshly cooked bacon for more flavor. I served this with sliced avocado and tomatoes for a perfect light dinner.",,,,
Quiche Supreme,breakfast,"This quiche recipe is the best! It is easy to make and tastes so delicious. It freezes well after it is baked. Use ham, bacon, sausage, or any combination thereof.",,,,
Shrimp Quiche,breakfast,A simple and easy and oh-so-good shrimp quiche.,,,,
Smoked Salmon Quiche,breakfast,"Quiche quickly became my specialty. If you like smoked salmon, this dish will both surprise you and impress your guests.
Best served with Caesar salad.",,,,
Quick Spinach Quiche,breakfast,"This quiche is so delicious and easy to make in addition to being budget friendly. We never have leftovers, even with several picky eaters in the house!",,,,
Quiche Florentine,breakfast,"A recipe for quiche Florentine from my mother.
Leftovers can be held several days in refrigerator and reheated.",,,,
Easiest Zucchini Quiche,breakfast,This zucchini quiche is really quick and easy to make with just a few ingredients for a tasty brunch. Add your favorite seasonings if you like.,,,,
Spinach Quiche with Cottage Cheese,breakfast,I don't normally like cooked spinach but I fell in love with this at first bite. Sooo good!,,,,
Cheesy Quiche Crust,breakfast,"I love this recipe, the cheese adds to the usually bland flavor of the the quiche crust to make it rich and tasty.",,,,
Broccoli and Cheddar Quiche,breakfast,This broccoli Cheddar quiche tastes fantastic and is very easy to prep for a last-minute brunch!,,,,
Shredded Potato Quiche,breakfast,"Quiche with crunchy potato crust. A good one dish meal and a great way to use leftovers. You may also use 1 cup chopped vegetables of your choosing, such as onions, peppers, broccoli or tomatoes, etc.",,,,
Easy Crustless Quiche,breakfast,"Yet another crustless quiche that is designed for a low-carb, high-fat (LCHF) diet. It is very rich and cheesy. The Parmesan and butter on the bottom form a nice skin on the bottom that really helps. The egg and cream mixture is quite flexible and the ratio of egg to cream and the heaviness of the cream is a personal choice. The cheese can easily be replaced with any hard cheese that holds up well when shredded such as Swiss, Cheddar, Gouda, or Provolone. The meats can be replaced with anything that isn't too wet; whether it is meat or vegetable.",,,,
Mini Quiches Crustless,breakfast,A great easy cook ahead dish. I like to make these for my boys to eat for breakfast on the go. Good reheated in the microwave. They freeze wonderfully. I often make these with bratwurst sausage and a teaspoon of leftover Knorr vegetable-spinach dip. Add mushrooms or olives if you like. You can get creative with ingredients.,,,,
Sausage Mushroom Quiche,breakfast,One of the best quiches I have ever had. Delicious and filling. Also great for dinner.,,,,
"Bacon, Cheese, and Caramelized Onion Quiche",breakfast,"My husband said this is the best quiche he's ever tried! The combination of caramelized onion, bacon, and Cheddar cheese is perfect.",,,,
Spinach and Ham Quiche,lunch,"Easy breakfast quiche. It is light, but filling and healthy too.",,,,
Onion Quiche,breakfast,This simple quiche is a versatile dish that can be served with almost anything.,,,,
Ham and Cheese Quiche,dessert,"This is a hearty, rich and filling pie. Serve with a salad for a complete meal. Easy to prepare, and very tasty !",,,,
Easy Chicken Quiche,lunch,"Turn leftover chicken into this simple and gourmet chicken savory quiche. Shredded chicken, green onions, garlic, and Gouda cheese combine to make a perfect quick and easy dinner.",,,,
Cheesy Kale Quiche,breakfast,"Created when I had used all of my spinach for spinach dip, this creamy, simple quiche is great for family breakfasts!",,,,
Zucchini Pie,breakfast,"This zucchini pie is a little like a crustless quiche, a little like a savory pie  the best of both! This was my grandmother's recipe, and we still love to make it to this day.",,,,
Asparagus and Mushroom Quiche,breakfast,"This delicious symphony of asparagus, portobello mushrooms, crispy bacon and onion will leave your taste buds hungry for more. Perfect for breakfast, brunch, lunch or dinner.",,,,
