recipe name,Category,Description,Instructions,Grocery Items,Grocery Quantities,Grocery Types,Total Time,Serving Size,Fused Grocery,Total Calories,Total Protein,Total Fat,Total Carbs,Total Cost
Spritz Orange Crisps,breakfast,Orange flavored spritz cookies. Try sandwiching them together with melted chocolate.,"Preheat oven to 375 degrees F (190 degrees C).
Cream the shortening. Gradually add the sugar and the orange juice. Cream well. Beat in the egg and the orange rind.
Sift the flour, salt and baking soda. Add the flour mixture to the creamed mixture a little at a time. Fill cookie press and form cookies onto an ungreased cookie sheet.
Bake at 375 degrees F (190 degrees C) for 10 to 12 minutes.","shortening
white sugar
packed brown sugar
orange juice
egg
orange zest
sifted all-purpose flour
salt
baking soda","[1.0, 0.5, 0.5, 1.0, 1.0, 1.0, 2.5, 0.25, 0.25]","cup
cup
cup
tablespoon

teaspoon
cup
teaspoon
teaspoon",,42.0,"cup of shortening
cup of white sugar
cup of packed brown sugar
tablespoon of orange juice
of egg
teaspoon of orange zest
cup of sifted all-purpose flour
teaspoon of salt
teaspoon of baking soda",2878.5,33.7,107.5,442.5,1.715
Upside Down Cookies,unknown,A festive layered cookie with cinnamon. Easy and delicious cookies!!,"Preheat oven to 400 degrees F (200 degrees C). Grease a muffin pan.
In a medium bowl, stir together flour, sugar, baking powder, and cream of tartar. Cut in shortening until mixture resembles coarse crumbs. Sprinkle on the milk, and stir to mix. Place dough on a floured surface and knead for about ten strokes. Too much kneading will toughen up the dough. Divide the dough in half.
In a small bowl, mix together the brown sugar and cinnamon. On a floured surface, roll out 1/2 of the dough at a time to a 12x10 inch rectangle. Brush with the melted butter, and sprinkle the cinnamon mixture evenly over the dough. Cut the rectangle into 5 strips 12 x 2 inches each. Stack the strips on top of one another, and cut the stack into 2 inch squares. Place the squares, layered side down, into the muffin cups. Bake in the preheated oven for 10 to 12 minutes.
In a small bowl, stir together the confectioners' sugar and milk until smooth. When cookies come out of the oven, drizzle the icing on.","all-purpose flour
white sugar
baking powder
cream of tartar
shortening
milk
packed brown sugar
butter
ground cinnamon
confectioners' sugar
milk","[2.0, 3.0, 4.0, 0.5, 0.5, 1.0, 0.25, 0.25, 3.0, 1.0, 0.25]","cup
tablespoon
teaspoon
teaspoon
cup
cup
cup
cup
teaspoon
cup
cup",,6.0,"cup of all-purpose flour
tablespoon of white sugar
teaspoon of baking powder
teaspoon of cream of tartar
cup of shortening
cup of milk
cup of packed brown sugar
cup of butter
teaspoon of ground cinnamon
cup of confectioners' sugar
cup of milk",2933.0,32.225,108.0,462.55,1.9875
Sous Vide Corned Beef,dinner,"Sous vide corned beef comes out tender and juicy, even if you use a flat cut. Sure, there are dozens of ways to cook corned beef, but cooking it low and slow with a sous vide immersion cooker gives great results. I found that cooking it for twenty-four hours provides a firm, sliceable texture, but 48 hours is best to provide the ultimate in tenderness and juiciness. The fat cap will also render down nicely.","Fill a large pot with water and place a sous vide immersion cooker into the water. Set the temperature to 140 degrees F (60 degrees C) according to manufacturer's instructions.
Rinse corned beef under cool water to remove excess salt, then pat dry. Sprinkle seasoning on fatty side and press into beef. Place corned beef into a large vacuum bag; seal using a vacuum sealer.
Place the sealed bag into the water and set a timer for 48 hours.
Transfer corned beef to a cutting board and slice across the grain.",corned beef brisket with spice packet,[1.0],,2 days 5 mins,12.0,of corned beef brisket with spice packet,590.0,48.0,33.0,0.0,4.99
12 Traditional Irish Desserts You Need to Try,drink,Corey Williams is a food writer for MyRecipes and Allrecipes. She has a decade of journalism experience.,,,[],,,,of ,0.0,0.0,0.0,0.0,0.0
Corned Beef Special Sandwiches,dinner,"I think of this sandwich as a cousin to the reuben. It's a cold sandwich of corned beef, topped with Russian dressing and coleslaw, on Jewish rye. Yum!",Spread about 1/4 of the Russian salad dressing onto one side of each of four bread slices; top each with 4 ounces corned beef and 2 ounces coleslaw. Finish sandwich construction with remaining bread slices. Halve sandwiches diagonally before.,"russian salad dressing
jewish rye bread
thin-sliced corned beef
prepared coleslaw","[1.0, 8.0, 1.0, 0.5]","cup
slices
pound
pound",,4.0,"cup of russian salad dressing
slices of jewish rye bread
pound of thin-sliced corned beef
pound of prepared coleslaw",1570.0,57.5,71.5,150.0,7.5
16 Recipes to Make with Stew Meat Besides Stew,dinner,"Stew meat is made from inexpensive cuts of meat with tough connective tissue, which is why it is usually braised in a liquid like stock to make stew. But sometimes you need a break from a classic beef stew. You can really stretch your budget by using stew meat to cook a multitude of dishes. In fact, it's never a bad idea to stock up on this cheap cut and freeze it for future meals. Wondering what to make with stew meat? Here are 16 recipe ideas that use stew meat that aren't stew.",,,[],,,,of ,0.0,0.0,0.0,0.0,0.0
10 Simple Stir-Fry Sauces,dinner,"An excellent weeknight meal when you're needing a quick dinner with big results, stir-fries are an option the whole family will love. Just cooking up some of your favorite protein and veggies is a good start, but the key to a delicious stir-fry is actually in the sauce. You can choose stir-fry sauces that add a hint of sweetness, keep things a bit more salty, or even create a smoky depth to the entire meal. Try one of our 10 stir-fry sauces to get you started.",,,[],,,,of ,0.0,0.0,0.0,0.0,0.0
Easy Sweet and Sour Pork,dessert,"Pork is stir-fried with peppers, carrots, onions and pineapple in this version of the classic dish. Easy to make, and delicious.","Blend cornstarch and soy sauce in small bowl; stir in pork until well coated.
Brown pork in hot oil in Dutch oven or large skillet over medium-high heat. Stir in 1/4 cup water. Cover and simmer 20 minutes, stirring occasionally.
Stir carrots, onion, bell pepper and sweet & sour sauce into pork mixture. Simmer, covered, 10 minutes longer, stirring frequently.
Add pineapple chunks; cook and stir only until pineapple is heated through.","cornstarch
kikkoman soy sauce
boneless pork
vegetable oil
carrots
onion
green bell pepper
kikkoman sweet & sour sauce
pineapple chunks","[1.0, 1.0, 1.0, 2.0, 2.0, 1.0, 1.0, 1.0, 1.0]","tablespoon
tablespoon
pound
tablespoon



cup
 can",,4.0,"tablespoon of cornstarch
tablespoon of kikkoman soy sauce
pound of boneless pork
tablespoon of vegetable oil
of carrots
of onion
of green bell pepper
cup of kikkoman sweet & sour sauce
 can of pineapple chunks",1071.0,81.9,67.4,51.8,4.63
Our 20 Best Stir-Fry Recipes,dessert,"Melanie Fincher is a Birmingham, Alabamabased food writer who covers everything from cooking techniques to gadget reviews. She has nearly 7 years experience writing news and lifestyle content.",,,[],,,,of ,0.0,0.0,0.0,0.0,0.0
Garlic Chicken Stir Fry,dessert,A stir fry recipe I developed to satisfy a family of garlic lovers.,"Heat peanut oil in a wok or large skillet. When oil begins to smoke, quickly stir in 2 cloves minced garlic, ginger root, green onions and salt. Stir fry until onion becomes translucent, about 2 minutes. Add chicken and stir until opaque, about 3 minutes. Add remaining 4 cloves minced garlic and stir. Add sweet onions, cabbage, bell pepper, peas and 1/2 cup of the broth/water and cover.
In a small bowl, mix the remaining 1/2 cup broth/water, soy sauce, sugar and cornstarch. Add sauce mixture to wok/skillet and stir until chicken and vegetables are coated with the thickened sauce. Serve immediately, over hot rice if desired.











Linda C.","peanut oil
garlic
grated fresh ginger
green onions
salt
boneless skinless chicken breasts
onions
sliced cabbage
red bell pepper
sugar snap peas
chicken broth
soy sauce
white sugar
cornstarch","[2.0, 6.0, 1.0, 1.0, 1.0, 1.0, 2.0, 1.0, 1.0, 2.0, 1.0, 2.0, 2.0, 2.0]","tablespoon
cloves
teaspoon
bunch
teaspoon
pound

cup

cup
cup
tablespoon
tablespoon
tablespoon",,4.0,"tablespoon of peanut oil
cloves of garlic
teaspoon of grated fresh ginger
bunch of green onions
teaspoon of salt
pound of boneless skinless chicken breasts
of onions
cup of sliced cabbage
of red bell pepper
cup of sugar snap peas
cup of chicken broth
tablespoon of soy sauce
tablespoon of white sugar
tablespoon of cornstarch",1086.0,94.4,38.4,76.5,8.26
Strawberry Glazed Pie,dessert,"This is a restaurant style strawberry glazed pie. Fresh berries are tossed with a glaze, and then chilled until time. This is also good made with peaches, using peach gelatin instead of strawberry.","Mix together the sugar, water, gelatin and cornstarch in a medium large saucepan. Boil for one minute. Remove from heat.
Fold in the sliced strawberries, toss until well coated. Pour into the graham cracker crust.
Chill until well set. Serve topped with whipped cream.","sliced fresh strawberries
white sugar
water
strawberry flavored jell-o
cornstarch
prepared graham cracker crust","[6.0, 1.0, 1.0, 4.0, 4.0, 1.0]","cup
cup
cup
tablespoon
tablespoon
",,8.0,"cup of sliced fresh strawberries
cup of white sugar
cup of water
tablespoon of strawberry flavored jell-o
tablespoon of cornstarch
of prepared graham cracker crust",1534.0,9.0,17.8,350.2,6.24
Strawberry Yogurt Pie I,dessert,"An easy, refreshing freezer pie. Great for hot summer months.","Mix yogurt with 3 and 1/2 cups of the dessert topping until blended. Sweeten the strawberries, if necessary. Mix in strawberries and spoon into crust.
Freeze for at least 3 hours or overnight, if possible, until it's firm.
Remove from freezer and top with remainder of dessert topping. Store in freezer.","strawberry flavored yogurt
frozen whipped topping
strawberries
prepared graham cracker crust","[2.0, 1.0, 1.0, 1.0]"," containers
 container
cup
",,8.0," containers of strawberry flavored yogurt
 container of frozen whipped topping
cup of strawberries
of prepared graham cracker crust",449.0,4.7,16.3,79.7,3.0
No Crust Strawberry Pie,dessert,"This is a low calorie, no crust strawberry pie. It is made with sugar-free strawberry flavored gelatin and sugar-free vanilla pudding. It is very good! I've had the recipe for years, and to be honest, I don't remember where I got it. Garnish with light whipped topping if you like.","Rinse and hull strawberries. Distribute evenly in a 10 inch pie pan.
In a medium saucepan combine pudding mix, gelatin mix, and water. Stir well and bring to a full boil. Pour mixture over strawberries and refrigerate for 4 to 6 hours. Top with light frozen whipped topping prior to, if desired.","fresh strawberries
sugar-free cook and serve vanilla pudding mix
sugar-free strawberry flavored jell-o
water","[24.0, 1.0, 1.0, 2.0]","ounces
 package
 package
cup",,8.0,"ounces of fresh strawberries
 package of sugar-free cook and serve vanilla pudding mix
 package of sugar-free strawberry flavored jell-o
cup of water",144.0,4.8,2.4,33.6,6.0
14 Sensational Strawberry Rhubarb Pie Recipes,dessert,"Sarra Sedghi is an Associate Editor at Allrecipes and is based in Birmingham, Alabama. In 2017 she graduated with a Master's of Fine Arts in Narrative Media Writing from the University of Georgia. Her work has also appeared in Atlas Obscura, Eater, Polygon, Thrillist, and Paste Magazine. She is an American-Iranian hybrid and large dog enthusiast, and is very loosely working on a memoir.",,,[],,,,of ,0.0,0.0,0.0,0.0,0.0
Cheesy Mashed Potato Stuffed Mushrooms,dinner,These Cheesy Mashed Potato Stuffed Mushrooms are so elegant your guests will think you slaved over them. Your secret is safe with us.,"Preheat oven to 350 degrees F.
Prepare mashed potatoes according to package directions.
Add shredded cheese (reserve enough to top mushrooms), chives and bacon.
Remove stems from clean mushrooms and stuff caps with potato mixture.
Spread olive oil and minced garlic on bottom of walled cookie sheet or baking dish. Place mushrooms on top.
Sprinkle shredded cheddar over the top of the mushrooms.
Bake for 20-25 minutes.","idahoan buttery golden selects mashed potatoes
shredded white cheddar cheese
chives
chopped
olive oil
minced garlic
mushrooms","[1.0, 1.5, 0.5, 1.0, 6.0, 4.0, 24.0]"," package
cup
cup
cup
tablespoon
tablespoon
large",,12.0," package of idahoan buttery golden selects mashed potatoes
cup of shredded white cheddar cheese
cup of chives
cup of chopped
tablespoon of olive oil
tablespoon of minced garlic
large of mushrooms",1038.5,35.9,98.05,30.8,13.795
15 Best Stuffed Peppers Recipes,dinner,"Carl Hanson is a Senior Editor at Allrecipes who has been writing about food and wine for nearly 20 years. He enjoys creating content that informs, entertains, and assists busy home cooks get nourishing meals on the table for their families.",,,[],,,,of ,0.0,0.0,0.0,0.0,0.0
10 Best Side Dishes for Stuffed Peppers,dinner,"Mary Claire Lagroue works as an associate commerce editor at Food & Wine. A former associate editor at Allrecipes, she joined Dotdash Meredith in 2019. She has written about food since 2017, and her work can be found in Cooking Light, Southern Living, and more.",,,[],,,,of ,0.0,0.0,0.0,0.0,0.0
7 Stuffed Pepper Recipes With Chicken,dinner,Corey Williams is a food writer for MyRecipes and Allrecipes. She has a decade of journalism experience.,,,[],,,,of ,0.0,0.0,0.0,0.0,0.0
Sugar Cookie Cutouts,dessert,I found this to be the best sugar cookie recipe for cutouts! very good flavor even without the frosting.,"In a medium bowl, cream together the butter and sugar. Stir in the eggs and vanilla. Sift together the flour and baking powder, stir into the creamed mixture alternately with the heavy cream. Cover dough, and chill for 2 to 3 hours, until firm.
Preheat oven to 350 degrees F (175 degrees C). Grease cookie sheets.
On a lightly floured surface, roll out the dough to 1/4 inch thickness. Cut into desired shapes with cookie cutters. Place cookies 1 inch apart on the prepared cookie sheets. Sprinkle with colored sugar if desired.
Bake for 12 to 14 minutes in the preheated oven, until bottoms and edges of cookies are light brown. Remove from baking sheet and cool on wire racks. Store in an airtight container.","butter
white sugar
eggs
vanilla extract
all-purpose flour
baking powder
heavy whipping cream
colored sugar for decoration","[1.0, 1.0, 2.0, 1.0, 3.75, 2.0, 0.25, 0.5]","cup
cup

teaspoon
cup
teaspoon
cup
cup",,36.0,"cup of butter
cup of white sugar
of eggs
teaspoon of vanilla extract
cup of all-purpose flour
teaspoon of baking powder
cup of heavy whipping cream
cup of colored sugar for decoration",4856.5,55.025,218.5,650.25,2.7225
Sour Cream Sugar Cookies I,unknown,Soft sugar cookies =),"Cream together 1 1/2 cups white sugar, butter or margarine, 1 teaspoon vanilla, and eggs. Add sour cream.
Mix together 5 cups flour, 1/2 teaspoon salt, baking powder and baking soda. Gradually add to the egg-sugar mixture.
Cover and chill dough for 1 hour.
Preheat oven to 375 degrees F (190 degrees C).
Roll out on lightly floured surface to 1/4 inch thick. Cut out cookies. Bake on lightly greased cookie sheet for 10 - 12 minutes.
To Make Frosting: In small bowl, with mixer at medium speed, beat together the softened cream cheese and evaporated milk until smooth. Add 1 teaspoon vanilla, 1/8 teaspoon salt and confectioners' sugar. Beat until well blended. Color as desired and frost cooled cookies.","white sugar
butter
vanilla extract
eggs
sour cream
all-purpose flour
salt
baking powder
baking soda
cream cheese
evaporated milk
vanilla extract
salt
confectioners' sugar","[1.5, 1.0, 1.0, 2.0, 1.0, 5.0, 0.5, 1.0, 1.0, 1.0, 2.0, 1.0, 1.0, 4.0]","cup
cup
teaspoon

cup
cup
teaspoon
teaspoon
teaspoon
 package
tablespoon
teaspoon
teaspoon
cup",,30.0,"cup of white sugar
cup of butter
teaspoon of vanilla extract
of eggs
cup of sour cream
cup of all-purpose flour
teaspoon of salt
teaspoon of baking powder
teaspoon of baking soda
 package of cream cheese
tablespoon of evaporated milk
teaspoon of vanilla extract
teaspoon of salt
cup of confectioners' sugar",8548.0,70.9,220.0,1562.5,5.515
Michelles Soft Sugar Cookies,dessert,These sugar cookies have won raves from all who have tried them. They are soft and have a light and delicate flavor. They're great for Christmastime cut outs.,"Cream the margarine and add the sugar gradually. Beat until light and fluffy. Add eggs one at time, mixing well after each addition.
Stir in the vanilla. Add the flour, cream of tartar, baking soda and salt gradually to the creamed mixture, stirring in by hand. Cover and chill dough overnight.
Preheat oven to 375 degrees F (190 degrees C). Line baking sheets with parchment paper.
Roll dough out on a floured surface to 1/8 to 1/4 inch thick and cut into your favorite shapes. Place cookies onto the prepared baking sheets.
Bake at 375 degrees F (190 degrees C) for 6 to 8 minutes or until cookie has a golden appearance.","margarine
white sugar
eggs
vanilla extract
all-purpose flour
cream of tartar
baking soda
salt","[1.0, 1.5, 3.0, 1.0, 3.5, 2.0, 1.0, 0.5]","cup
cup

teaspoon
cup
teaspoon
teaspoon
teaspoon",,60.0,"cup of margarine
cup of white sugar
of eggs
teaspoon of vanilla extract
cup of all-purpose flour
teaspoon of cream of tartar
teaspoon of baking soda
teaspoon of salt",3802.5,56.5,110.5,626.2,2.76
Cracked Sugar Cookies I,dessert,This is a nice soft center sugar cookie.,"Preheat oven to 350 degrees F (180 degrees C). Lightly grease 2 cookie sheets.
Cream together sugar and butter. Beat in egg yolks and vanilla.
Add flour, baking soda, and cream of tartar. Stir.
Form dough into walnut size balls and place 2 inches apart on cookie sheet. Don't flatten. Bake 10 to 11 minutes, until tops are cracked and just turning color.","white sugar
butter
egg yolks
vanilla extract
all-purpose flour
baking soda
cream of tartar","[1.25, 1.0, 3.0, 1.0, 2.5, 1.0, 0.5]","cup
cup

teaspoon
cup
teaspoon
teaspoon",,24.0,"cup of white sugar
cup of butter
of egg yolks
teaspoon of vanilla extract
cup of all-purpose flour
teaspoon of baking soda
teaspoon of cream of tartar",3910.0,46.4,201.5,483.65,2.125
Powdered Sugar Cookies I,dessert,Sugar cookies that melt in your mouth.,"Beat sugars, margarine, vegetable oil and salt very well. Add eggs and dry ingredients.
Make into balls, roll in sugar and place 1 inch apart on ungreased cookie sheet.
Bake at 350 degrees F (175 degrees C) for 8 minutes. For holidays or special occasions, roll in colored sugar instead of white sugar.","confectioners' sugar
white sugar
butter
vegetable oil
salt
eggs
baking soda
cream of tartar
vanilla extract
all-purpose flour","[1.0, 1.0, 1.0, 1.0, 1.0, 2.0, 1.0, 1.0, 1.0, 4.0]","cup
cup
cup
cup
pinch

teaspoon
teaspoon
teaspoon
cup",,48.0,"cup of confectioners' sugar
cup of white sugar
cup of butter
cup of vegetable oil
pinch of salt
of eggs
teaspoon of baking soda
teaspoon of cream of tartar
teaspoon of vanilla extract
cup of all-purpose flour",7072.0,56.9,422.0,771.0,3.44
Mexican Sugar Cookies,dessert,Cut-out cookies rolled in sugar and cinnamon.,"Preheat oven to 350 degrees F (175 degrees C).
Beat shortening until light and fluffy. Add one cup sugar, and anise seed. Mix until creamy. Add eggs and mix well. Add flour, baking power, cream of tartar, salt and orange juice. Mix well.
Knead dough until smooth. On lightly floured surface, roll to 1/2 inch thick. Cut using cookie cutter into different shapes. Bake until light brown, 5 - 8 minutes. Roll cookies in mixture of 1 cup sugar and 3 tablespoons of cinnamon while still warm.","shortening
white sugar
anise seed
eggs
all-purpose flour
baking powder
cream of tartar
salt
orange juice
ground cinnamon
white sugar","[2.5, 1.0, 1.0, 2.0, 6.0, 1.0, 0.5, 0.5, 0.25, 3.0, 1.0]","cup
cup
teaspoon

cup
tablespoon
tablespoon
teaspoon
cup
tablespoon
cup",,12.0,"cup of shortening
cup of white sugar
teaspoon of anise seed
of eggs
cup of all-purpose flour
tablespoon of baking powder
tablespoon of cream of tartar
teaspoon of salt
cup of orange juice
tablespoon of ground cinnamon
cup of white sugar",6686.0,79.0,266.5,970.9,4.38
Mrs. Fields Sugar Cookies,dessert,Just like Mrs. Field's sugar cookies.,"Preheat oven to 325 degrees F (165 degrees C).
In a medium bowl combine the flour and salt with a wire whisk. In a large mixing bowl cream the butter and sugar with an electric mixer on medium speed. Add the egg and vanilla, and beat until well blended. Scrape down sides of bowl, then add the flour mixture. Blend on low speed just until combined. Do not overmix.
Gather dough into a ball. Flatten the ball into a disk and wrap tightly in plastic wrap or a plastic bag. Refrigerate one hour until firm.
On a floured surface, roll out dough to a 1/4 inch thickness. With cookie cutters, cut dough into desired shapes and place on ungreased cookie sheets. Decorate with colored sugars or sprinkles. Bake for 13-15 minutes, being careful not to brown. Immediately transfer cookies with a spatula to a cool, flat surface.","all-purpose flour
salt
white sugar
egg
vanilla extract
colored sugar for decoration
butter","[2.0, 0.25, 0.75, 1.0, 1.0, 0.25, 0.75]","cup
teaspoon
cup

teaspoon
cup
cup",,18.0,"cup of all-purpose flour
teaspoon of salt
cup of white sugar
of egg
teaspoon of vanilla extract
cup of colored sugar for decoration
cup of butter",2989.0,28.675,145.0,386.4,1.5975
10 Lemon Sugar Cookies That Are Full of Bright Flavor,dessert,"Ita Mac Airt is a freelance food writer specializing in global cuisine and easy-to-follow recipes. Before freelancing, she worked on the Allrecipes team as a content producer and Regional Content Manager for the European sites for 15 years.",,,[],,,,of ,0.0,0.0,0.0,0.0,0.0
15 Best Sugar-Free Desserts That Taste Like the Real Thing,breakfast,"Melanie Fincher is a Birmingham, Alabamabased food writer who covers everything from cooking techniques to gadget reviews. She has nearly 7 years experience writing news and lifestyle content.",,,[],,,,of ,0.0,0.0,0.0,0.0,0.0
13 Sugar-Free Cookies Worth Baking,dessert,"Whether crispy, chewy, or crunchy, cookies are a favorite dessert for most of us. But if you're avoiding sugar, or cooking for a diabetic family member or friend, then making a batch of cookies may seem like a daunting task. Don't worry though, these 13 sugar-free cookie recipes are here to help! Using sugar alternatives or all-natural sweeteners like honey, these cookies kick sugar to the curb.",,,[],,,,of ,0.0,0.0,0.0,0.0,0.0
Low Sugar / No Sugar Strawberry Jam,dessert,This jam has all the fresh-fruit flavor of fresh strawberry jam but with less sugar.,"Prepare waterbath canner, jars and lids according to manufacturers instructions, if preserving. Prepare and measure ingredients for recipe.
Combine prepared fruit with fruit juice in a large saucepan. Gradually stir in Ball RealFruit Low or No-Sugar Needed Pectin
Add sugar, sugar substitute or honey, if using. Return mixture to a full rolling boil. Boil hard 1 minute, stirring constantly. Remove from heat. Skim foam if necessary.
Ladle hot jam into hot jars, one at a time, leaving 1/4 inch headspace. Wipe rims. Center lids on jars. Apply bands and adjust to fingertip tight.
Place filled jars in canner ensuring jars are covered by 1 to 2 inches of water. Place lid on canner. Bring water to gentle, steady boil.
Process jars for 10 minutes, adjusting for altitude*. Turn off heat, remove lid and let jars stand for 5 minutes.
Remove jars and cool. Check lids for seal after 24 hours. Lid should not flex up and down when center is pressed. Clean and store according to manufacturers instructions.","crushed strawberries
unsweetened fruit juice
ball realfruit low or no-sugar needed pectin
granulated sugar
ball or kerr half-pint  jars with lids and bands","[1.0, 1.0, 1.5, 0.5, 2.0]","cup
cup
tablespoon
cup
",,32.0,"cup of crushed strawberries
cup of unsweetened fruit juice
tablespoon of ball realfruit low or no-sugar needed pectin
cup of granulated sugar
of ball or kerr half-pint  jars with lids and bands",545.0,0.7,0.3,138.7,8.34
Sugarless Pumpkin Pie II,dessert,A good pie for the diabetic and doesn't have an aftertaste.,"Preheat oven to 350 degrees F (175 degrees C).
In a medium bowl whisk together egg, sugar substitute, and pumpkin pie spice until well blended. Add pumpkin and milk to egg mixture, and stir until smooth. Pour mixture into pie shell.
Place pie on a baking sheet and bake in preheated oven for 30 minutes, or until set in center.","pie shell
egg
granulated artificial sweetener
pumpkin pie spice
pumpkin puree
evaporated milk","[1.0, 1.0, 6.0, 1.0, 1.0, 1.0]","

packets
teaspoon
cup
cup",,8.0,"of pie shell
of egg
packets of granulated artificial sweetener
teaspoon of pumpkin pie spice
cup of pumpkin puree
cup of evaporated milk",737.0,20.0,30.0,65.0,2.38
No Sugar Added Cookies,lunch,"Sugarless fruity cookie, great for those watching their sugar intake.","Cream the butter or margarine until light and fluffy. Add the bananas and mix well. Beat in the eggs and vanilla.
Sift together the flour, baking soda, salt, ground nutmeg and ground cinnamon. Add the dry mixture to the creamed mixture and mix well. Stir in the oats and the chopped nuts. Cover and chill dough for 1 hour.
Preheat the oven to 375 degrees F (190 degrees C). Lightly grease baking sheets.
Drop chilled teaspoon-sized rounds of cookie dough onto the prepared baking sheet. Bake in the preheated oven for 10 to 12 minutes.","butter
ripe bananas
egg
vanilla extract
all-purpose flour
baking soda
salt
ground nutmeg
ground cinnamon
rolled oats
chopped walnuts","[0.75, 2.0, 1.0, 1.0, 1.5, 1.0, 0.5, 0.5, 0.75, 1.0, 0.5]","cup


teaspoon
cup
teaspoon
teaspoon
teaspoon
teaspoon
cup
cup",,6.0,"cup of butter
of ripe bananas
of egg
teaspoon of vanilla extract
cup of all-purpose flour
teaspoon of baking soda
teaspoon of salt
teaspoon of ground nutmeg
teaspoon of ground cinnamon
cup of rolled oats
cup of chopped walnuts",2780.0,36.525,188.7,226.675,2.525
Mexican Sushi,unknown,"Tortillas spread with chipotle cream cheese are filled with black beans, salsa and diced avocado, then chilled and cut into individual bites for an easy appetizer.","Mix together cream cheese and chipotle. Heat tortillas in microwave or oven to soften. Spread each tortilla with 2 Tbsp. chipotle cream cheese, 1/4 cup black beans and 2 Tbsp. salsa. Scatter one-third of the avocado and cilantro on each.
Roll up tortillas tightly; wrap in plastic wrap and refrigerate. To serve, unwrap and trim ends; cut each roll across into 6 pieces.","low-fat cream cheese
seeded and finely chopped chipotle in adobo
plain flour tortilla
tomato-flavored tortilla
spinach-flavored tortilla
low-fat refried black beans
pico de gallo salsa
avocados from mexico
chopped cilantro leaves","[3.0, 1.5, 1.0, 1.0, 1.0, 0.75, 6.0, 1.5, 0.75]","ounces
tablespoon
large
large
large
cup
tablespoon

cup",,6.0,"ounces of low-fat cream cheese
tablespoon of seeded and finely chopped chipotle in adobo
large of plain flour tortilla
large of tomato-flavored tortilla
large of spinach-flavored tortilla
cup of low-fat refried black beans
tablespoon of pico de gallo salsa
of avocados from mexico
cup of chopped cilantro leaves",1222.0,33.525,63.375,135.6,4.3125
Easy Sweet Potato Pie,dessert,This is my family's favorite around the holidays. The rum and butter give the pie a rich flavor.,"Preheat oven to 425 degrees F (220 degrees C).
Into food processor, put sweet potatoes, evaporated milk, sugar, salt, cinnamon, nutmeg, rum, eggs and butter or margarine. Blend until smooth. Pour into pie shell.
Bake for 10 minutes in preheated oven. Reduce heat to 300 degrees F (150 degrees C). Bake for about 50 minutes more, or until the filling is firm.","cooked and mashed sweet potatoes
eggs
evaporated milk
white sugar
salt
ground cinnamon
ground nutmeg
rum
melted butter
unbaked pie crust","[2.0, 2.0, 1.25, 1.0, 0.5, 0.5, 0.5, 2.0, 4.0, 1.0]","cup

cup
cup
teaspoon
teaspoon
teaspoon
tablespoon
tablespoon
",,8.0,"cup of cooked and mashed sweet potatoes
of eggs
cup of evaporated milk
cup of white sugar
teaspoon of salt
teaspoon of ground cinnamon
teaspoon of ground nutmeg
tablespoon of rum
tablespoon of melted butter
of unbaked pie crust",2213.0,26.45,114.1,271.35,2.965
14 Classic Sweet Potato Pie Recipes for Your Thanksgiving Table,dessert,"Sarra Sedghi is an Associate Editor at Allrecipes and is based in Birmingham, Alabama. In 2017 she graduated with a Master's of Fine Arts in Narrative Media Writing from the University of Georgia. Her work has also appeared in Atlas Obscura, Eater, Polygon, Thrillist, and Paste Magazine. She is an American-Iranian hybrid and large dog enthusiast, and is very loosely working on a memoir.",,,[],,,,of ,0.0,0.0,0.0,0.0,0.0
Sweet Potato Pie with Pecans,dessert,This is the perfect Thanksgiving pie. Sweet potatoes and pecans make such a wonderful combination. And everyone know it wouldn't be Thanksgiving without pie.,"Preheat oven to 375 degrees F (190 degrees C).
Prepare dough for one 9 inch pie. Refrigerate until ready to bake.
Blend together the butter, sweet potatoes, eggs, brown sugar, ginger, cinnamon, nutmeg, vanilla, salt, corn syrup and evaporated milk. Pour filling into crust and sprinkle with chopped pecans.
Bake for 40 to 45 minutes, or until inserted knife comes out clean. Set aside to cool.
Beat together whipping cream, sugar and liqueur until soft peaks form. Top pie with whipped cream and pecan halves.","unbaked pie crust
unsalted butter
cooked and mashed sweet potatoes
eggs
light brown sugar
ground ginger
ground cinnamon
freshly grated nutmeg
vanilla extract
salt
dark corn syrup
evaporated milk
chopped pecans
heavy whipping cream
confectioners' sugar
hazelnut liqueur
pecan halves","[1.0, 2.0, 1.0, 2.0, 0.75, 0.5, 0.5, 0.5, 1.0, 0.5, 0.5, 1.0, 1.5, 2.0, 3.0, 0.25, 0.25]","
tablespoon
cup

cup
teaspoon
teaspoon
teaspoon
teaspoon
teaspoon
cup
cup
cup
cup
tablespoon
cup
cup",,8.0,"of unbaked pie crust
tablespoon of unsalted butter
cup of cooked and mashed sweet potatoes
of eggs
cup of light brown sugar
teaspoon of ground ginger
teaspoon of ground cinnamon
teaspoon of freshly grated nutmeg
teaspoon of vanilla extract
teaspoon of salt
cup of dark corn syrup
cup of evaporated milk
cup of chopped pecans
cup of heavy whipping cream
tablespoon of confectioners' sugar
cup of hazelnut liqueur
cup of pecan halves",3540.25,35.8,242.3,265.15,4.725
