type,title,info,meal_plans
moms,southern comfort,"[13140.25, 434.125, 771.775, 1022.25, 42.765, 305, 36]",['the all-american feast!']
moms,southern comfort,"[14240.75, 265.3, 647.1, 1830.425, 23.7225, 575, 52]",['the brunch bonanza!']
moms,italian,"[13296.75, 774.26, 777.52, 654.74, 58.7425, 535, 36]",['the eclectic italian feast']
moms,italian,"[13366.1, 585.25, 483.95, 1443.325, 52.43, 415, 52]",['taste of italy extravaganza!']
moms,italian,"[13365.25, 543.5, 888.6, 633.725, 56.7225, 605, 49]",['the italian fiesta platter!']
moms,italian,"[13036.75, 722.675, 666.125, 854.575, 50.165, 1000, 52]",['the mediterranean fusion feast']
moms,italian,"[13956.0, 405.625, 704.125, 1452.575, 36.3325, 564, 46]",['the hearty italian feast']
moms,pasta perfection,"[13534.5, 466.6, 959.775, 760.425, 43.1225, 495, 62]",['tasty turntable treats!']
moms,pasta perfection,"[13229.35, 432.0, 774.525, 932.925, 35.665, 380, 40]",['the crazy knish-tuna-ziti-gnocchi-tequila-pumpkin extravaganza!']
moms,chicken creations,"[13604.25, 401.35, 981.975, 633.275, 35.8625, 360, 48]","[""cluckin' crazy cuisine!""]"
moms,chicken creations,"[14050.75, 666.725, 829.15, 580.4, 45.935, 1505, 82]",['feast of fowl']
moms,chicken creations,"[13827.25, 411.85, 969.9, 402.15, 60.2275, 675, 50]",['fiesta fiesta chicken!']
moms,chicken creations,"[13131.75, 610.475, 916.825, 549.225, 45.1375, 340, 50]","[""flockin' fabulous feast!""]"
moms,chicken creations,"[14643.5, 381.1, 1095.475, 546.425, 41.835, 405, 42]",['fiesta fiesta fiesta chicken!']
moms,beef dishes,"[13952.75, 883.975, 781.275, 827.1, 64.3325, 1720, 45]",['the jewish-ginger-stew extravaganza!']
moms,beef dishes,"[13279.75, 905.45, 855.225, 359.35, 85.675, 1355, 49]",['the international beef bonanza!']
moms,beef dishes,"[13855.75, 849.05, 791.55, 744.75, 64.8575, 2084, 39]",['the global grill-off!']
moms,beef dishes,"[13201.0, 794.475, 691.05, 855.65, 58.3875, 1705, 48]",['the eclectic beef bonanza!']
moms,beef dishes,"[13856.0, 714.1, 732.225, 1011.775, 94.39, 1890, 60]",['the decadent beef bonanza!']
moms,cajun,"[14070.5, 901.175, 583.775, 570.825, 124.0625, 1865, 72]",['the big easy bonanza!']
moms,cajun,"[14298.0, 864.125, 738.225, 546.525, 112.345, 2375, 76]","[""the big easy feast: spicy chicken jerky new orleans creole gumbo and momma's chicken and sausage gumbo with a healthier slow cooker twist!""]"
moms,cajun,"[14080.35, 719.275, 824.9, 472.0, 96.8625, 1535, 48]",['the louisiana bayou bash!']
moms,cajun,"[13976.75, 845.8, 651.5, 527.5, 104.175, 2094, 68]",['cajun creole cuisine extravaganza!']
moms,seafood spectacular,"[14118.75, 476.1166667, 1123.483333, 424.85, 90.14333333, 927, 43]",['the seafood smorgasbord!']
moms,seafood spectacular,"[14129.0, 837.275, 905.125, 314.25, 130.4375, 451, 48]",['seafood sensation!']
moms,seafood spectacular,"[13669.8, 626.55, 549.75, 1486.35, 87.7075, 260, 45]",['the seafood soiree!']
moms,seafood spectacular,"[14762.55, 550.1, 1073.975, 719.9, 88.68, 330, 31]",['a taste of the sea and shore']
moms,french,"[13719.25, 309.6, 697.9, 1557.125, 32.185, 845, 66]",['festive french fry feast!']
moms,french,"[14528.5, 674.175, 831.375, 946.45, 75.635, 1835, 58]",['gourmet french fusion feast']
moms,french,"[14325.75, 726.2, 804.725, 968.8, 98.605, 1230, 61]",['the french fusion feast!']
moms,global fusion,"[14578.0, 529.025, 782.95, 1310.85, 82.4625, 382, 88]",['taste of the world platter']
moms,global fusion,"[14557.1, 492.1, 642.675, 1758.1, 69.5175, 986, 86]",['taste the world platter']
moms,global fusion,"[14139.0, 501.45, 646.475, 1634.05, 53.3825, 351, 48]",['mango-mania madness!']
moms,global fusion,"[14809.5, 334.875, 460.0, 2202.85, 40.32, 1297, 136]",['fiesta de sabores']
moms,global fusion,"[14975.25, 146.0, 217.525, 3196.2, 37.5575, 270, 261]",['tropical treats and holiday eats!']
moms,global fusion,"[14472.5, 303.675, 214.6, 2909.975, 65.77, 300, 264]",['tropical fusion feast']
moms,global fusion,"[13144.25, 314.575, 620.675, 1573.025, 41.8525, 565, 75]",['the international fusion feast!']
moms,global fusion,"[13180.3, 430.475, 802.85, 1026.65, 61.4275, 1040, 62]",['taste of the mediterranean fusion!']
moms,global fusion,"[14668.5, 134.25, 220.6, 3168.6, 38.99, 390, 256]",['fruity fusion fiesta!']
moms,japanese,"[14210.6, 269.35, 682.575, 1728.9, 32.6675, 1535, 77]",['the japanese fusion feast']
moms,japanese,"[14581.6, 442.5, 856.45, 1240.55, 42.77, 1460, 49]",['taste of japan fusion']
moms,japanese,"[13416.2, 487.05, 664.75, 1262.0, 50.065, 1155, 42]",['fiery fusion feast']
moms,japanese,"[13224.85, 499.1, 627.325, 1317.1, 60.835, 1143, 68]",['the japanese fusion fiesta!']
moms,japanese,"[13167.45, 499.2, 683.425, 1147.35, 59.0675, 503, 36]",['east meets west fusion feast!']
moms,beginner-friendly,"[14559.25, 306.5, 550.75, 1931.5, 34.01, 640, 99]",['the sweet and savory delight!']
moms,beginner-friendly,"[13805.75, 414.025, 652.55, 1538.075, 38.8975, 708, 96]",['the sweet & savory delight plan']
moms,beginner-friendly,"[13589.75, 187.95, 615.15, 1789.1, 27.2375, 605, 128]",['the sweet and savory snack-tacular!']
moms,beginner-friendly,"[13886.0, 446.0, 611.45, 1584.55, 33.8675, 435, 100]",['tasty treats for the whole family!']
moms,italian,"[14847.5, 642.51, 961.92, 767.14, 53.96, 500, 68]",['the italian fusion fiesta!']
moms,italian,"[13748.25, 633.105, 812.985, 602.285, 81.3, 670, 54]",['the italian fusion feast']
moms,italian,"[13466.0, 724.125, 807.225, 615.775, 52.3425, 432, 47]",['feast of flavors!']
moms,italian,"[14810.25, 685.55, 871.725, 858.525, 56.8475, 945, 82]",['the savory spectacular!']
moms,grilling,"[13413.5, 711.525, 664.45, 956.6, 63.225, 1194, 40]","[""the unconventional carnivore's delight!""]"
moms,grilling,"[13366.5, 585.075, 749.55, 678.625, 67.3925, 1490, 126]",['fiesta de la carne!']
moms,grilling,"[14007.9, 533.95, 571.25, 1522.3, 50.92, 525, 76]",['the international palate platter']
moms,grilling,"[14571.0, 774.175, 807.1, 859.4, 72.4625, 845, 77]",['the great outdoorsy fiesta!']
moms,european,"[13949.5, 715.45, 670.5, 1128.25, 80.5675, 565, 37]",['the international potluck platter!']
moms,european,"[13145.5, 487.55, 543.1, 1511.95, 43.33, 657, 37]",['the international feast of deliciousness!']
moms,european,"[14913.5, 654.8, 853.4, 980.25, 73.6025, 560, 80]",['the nordic-hungarian fusion feast!']
moms,european,"[13152.5, 343.6, 670.3, 1355.7, 32.2575, 642, 80]",['the scandi-hungarian fusion feast!']
moms,european,"[13562.5, 376.1, 637.75, 1545.8, 32.96, 452, 74]",['the international feast of flavors']
moms,northeastern delights,"[14017.75, 319.875, 530.825, 1934.575, 34.95, 310, 44]",['the shamrock shuffle!']
moms,northeastern delights,"[14437.75, 331.425, 540.725, 1988.175, 27.975, 280, 42]",['the irish-knish-hot-turkey-pie extravaganza!']
moms,northeastern delights,"[13313.5, 259.075, 492.525, 1922.425, 20.435, 295, 42]",['the unconventional fusion feast!']
moms,northeastern delights,"[13152.75, 299.325, 503.275, 1817.275, 32.255, 260, 40]",['the emerald isle mash-up!']
moms,northeastern delights,"[13152.75, 299.325, 503.275, 1817.275, 32.255, 260, 40]",['the emerald city eats!']
moms,southwest flavors,"[14691.1, 500.025, 1123.6, 643.25, 57.57, 755, 44]",['fiesta of new mexico flavors!']
moms,southwest flavors,"[13689.75, 362.775, 886.55, 949.25, 37.2725, 425, 66]",['fiesta de sabores mexicanos']
moms,southwest flavors,"[14758.6, 391.85, 913.975, 1263.4, 33.5975, 420, 81]",['tex-mex fiesta!']
moms,southwest flavors,"[13639.5, 491.975, 751.5, 1236.425, 34.8625, 325, 56]",['fiesta de desayuno mexican!']
moms,coastal cuisine,"[14018.25, 527.975, 841.15, 922.625, 78.5825, 280, 42]",['tropical tango fiesta!']
moms,coastal cuisine,"[13000.25, 538.075, 772.7, 465.55, 84.56, 210, 40]",['tropical tastebud temptations']
moms,coastal cuisine,"[13663.75, 557.075, 841.55, 837.1, 80.02, 310, 44]",['tropical island fusion feast']
moms,coastal cuisine,"[14925.75, 532.575, 856.475, 1092.325, 83.7825, 850, 52]",['tropical luau fiesta!']
moms,coastal cuisine,"[14200.25, 528.475, 841.35, 969.225, 79.7325, 385, 50]",['tropical fusion fiesta!']
moms,detoxifying,"[14942.0, 383.125, 642.1, 1939.025, 64.315, 1225, 165]",['sweet & savory sensations']
moms,detoxifying,"[13415.0, 108.95, 715.95, 1735.9, 21.7875, 390, 171]",['the sweet and savory delight plan']
moms,detoxifying,"[14432.0, 181.9, 735.35, 1811.05, 28.0375, 1040, 164]",['the sweet and savory smorgasbord!']
moms,detoxifying,"[14067.25, 234.75, 523.05, 2102.75, 41.55, 1270, 158]",['the eclectic epicurean adventure!']
moms,detoxifying,"[14794.5, 287.4, 790.1, 1662.05, 41.9875, 300, 124]",['the sweet and sour sensation']
moms,detoxifying,"[13151.0, 93.75, 712.95, 1665.25, 15.7825, 445, 226]",['the sweet and savory fiesta!']
moms,detoxifying,"[13519.5, 248.7, 590.7, 1911.35, 38.9825, 835, 175]",['the rainbow of flavors meal plan']
moms,detoxifying,"[13266.0, 185.35, 603.55, 1847.05, 30.5125, 810, 153]",['sweet and savory spice sensation']
moms,immune-boosting,"[13053.0, 374.675, 554.05, 1556.125, 68.0475, 1555, 63]",['the sweet and sour cozy comfort meal plan']
moms,immune-boosting,"[13053.0, 374.675, 554.05, 1556.125, 68.0475, 1555, 63]",['the savory and sweet slow cooker extravaganza!']
moms,immune-boosting,"[13097.25, 370.575, 586.55, 1595.025, 63.74, 1540, 63]",['the sweet and sour stew safari!']
moms,immune-boosting,"[13053.0, 374.675, 554.05, 1556.125, 68.0475, 1555, 63]",['the savory and sweet slow cooker adventure!']
moms,immune-boosting,"[13097.25, 370.575, 586.55, 1595.025, 63.74, 1540, 63]",['the savory and sweet sojourn']
moms,immune-boosting,"[13053.0, 374.675, 554.05, 1556.125, 68.0475, 1555, 63]",['the sweet and sour adventure!']
moms,immune-boosting,"[13097.25, 370.575, 586.55, 1595.025, 63.74, 1540, 63]",['the savory and sweet surprise!']
moms,immune-boosting,"[13053.0, 374.675, 554.05, 1556.125, 68.0475, 1555, 63]",['the sweet and sour stew-soup-cake-lemonade extravaganza!']
moms,comfort food,"[13499.0, 573.075, 619.5, 1372.9, 52.14, 615, 32]",['the comforting classic combo!']
moms,comfort food,"[13499.0, 573.075, 619.5, 1372.9, 52.14, 615, 32]",['the comforting classics feast!']
moms,comfort food,"[13928.5, 578.575, 643.0, 1395.05, 53.27, 485, 34]","[""taste of grandma's kitchen""]"
moms,comfort food,"[14715.0, 606.475, 640.5, 1556.7, 57.86, 465, 34]",['savory sunday supper!']
moms,comfort food,"[13928.5, 578.575, 643.0, 1395.05, 53.27, 485, 34]","[""mama's comforting comfort food feast""]"
moms,comfort food,"[13163.25, 571.025, 538.75, 1476.25, 53.215, 365, 32]","[""the epic shepherd's feast!""]"
moms,comfort food,"[13336.0, 583.875, 623.0, 1298.6, 48.94, 325, 30]","[""the shepherd's pie extravaganza!""]"
moms,southern comfort,"[14563.795, 581.7475, 994.01, 467.44, 54.82, 315, 92]",['the great outdoors brunch!']
moms,southern comfort,"[14119.0, 599.17, 977.315, 665.06, 59.305, 340, 52]",['the breakfast brunch bonanza!']
moms,southern comfort,"[13881.75, 637.6, 648.35, 1417.025, 43.98, 860, 63]",['the great southwest feast!']
moms,southern comfort,"[14348.5, 507.975, 776.525, 1127.725, 44.1025, 785, 54]",['the great southern comfort food extravaganza!']
moms,southern comfort,"[14794.5, 538.895, 569.165, 1784.985, 86.4625, 315, 106]",['southern comfort supper']
moms,date night dinners,"[14426.25, 642.85, 1015.1, 597.15, 84.4925, 1149, 99]",['the epicurean adventure']
moms,date night dinners,"[13229.25, 522.85, 684.975, 1189.125, 50.55, 810, 58]",['festive french fling!']
moms,american,"[14446.5, 557.025, 813.25, 1210.95, 47.31, 840, 40]",['the great midwest feast!']
moms,american,"[14077.0, 647.575, 630.175, 1292.55, 52.36, 398, 70]",['the all-star brunch extravaganza!']
moms,american,"[14640.75, 562.225, 900.65, 1035.125, 43.6775, 1753, 66]",['the savory and sweet spectacular!']
moms,american,"[14266.5, 537.425, 873.25, 1080.3, 45.3225, 610, 35]",['the all-american brunch bonanza']
moms,german,"[13602.75, 609.25, 428.025, 1612.175, 55.04, 540, 47]",['the germanic feast of flavor!']
moms,german,"[14155.0, 501.9, 592.35, 1628.8, 46.5775, 630, 47]",['the germanic feast']
moms,german,"[13158.0, 638.6, 776.5, 778.65, 57.93, 825, 39]",['the germanic feast!']
moms,german,"[14687.5, 697.025, 857.7, 917.75, 63.2, 1410, 49]",['the germanic delight!']
moms,german,"[14761.5, 623.925, 797.65, 1157.95, 55.5625, 1465, 65]",['the bavarian bratwurst bonanza!']
moms,american,"[14467.5, 659.75, 715.8, 1392.4, 59.0825, 1390, 52]","[""the grandma's kitchen sampler""]"
moms,american,"[14332.0, 624.225, 650.225, 1362.25, 56.3625, 875, 54]",['the spicy sweet and savory fiesta!']
moms,american,"[13148.25, 579.525, 730.4, 1047.375, 48.9325, 865, 47]",['the great gastronomical adventure!']
moms,american,"[14226.5, 650.875, 861.25, 652.9, 63.7875, 775, 61]",['the great american cookout!']
moms,american,"[14633.5, 555.375, 851.15, 1041.275, 65.74, 950, 60]",['the great outdoorsy feast!']
